id,coder,dimension,final_category,is_new,model_category,model_certainty
316/DELFI_2021_91-96,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung,0.9
316/DELFI_2021_91-96,lukka,software_type,vr_application;full_stack_application,False,vr_application,1.0
316/DELFI_2021_91-96,lukka,techstack,insufficient_information,False,insufficient_information,1.0
316/DELFI_2021_91-96,lukka,evaluation,planned;usability_study;empirical_study,False,planned;usability_study;empirical_study,0.9
lni101/111,lukka,label_research_software,0,False,1.0,0.95
lni101/191,lukka,label_research_software,1,False,1.0,0.9
lni101/191,lukka,research_position,product_result,False,product_result,0.95
lni101/191,lukka,software_lifecycle,projektdefinition;entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,0.98
lni101/191,lukka,software_type,middleware_service;full_stack_application,False,full_stack_application;middleware_service,0.95
lni101/191,lukka,techstack,sql_db;xml_xsd,False,sql_db;xml_xsd;javascript_web,0.9
lni101/191,lukka,evaluation,conceptual_evaluation,False,conceptual_evaluation,0.8
lni101/199,lukka,label_research_software,1,False,1.0,0.9
lni101/199,lukka,research_position,proof_of_concept_product,False,product_result,0.95
lni101/199,lukka,software_lifecycle,entwurf;implementierung;projektdefinition,False,projektdefinition;anforderungen;entwurf;implementierung,0.9
lni101/199,lukka,software_type,domain_specific_language,False,domain_specific_language,0.95
lni101/199,lukka,techstack,xml_xsd,False,xml_xsd,1.0
lni101/199,lukka,evaluation,conceptual_evaluation,False,conceptual_evaluation,0.8
lni101/47,lukka,label_research_software,0,False,1.0,0.9
lni103/542,lukka,label_research_software,1,False,1.0,0.95
lni103/542,lukka,research_position,product_result,False,product_result,1.0
lni103/542,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni103/542,lukka,software_type,middleware_service;analysis_pipeline,False,full_stack_application;middleware_service,1.0
lni103/542,lukka,techstack,sql_db,False,sql_db;java_jvm,0.9
lni103/542,lukka,evaluation,performance_evaluation;benchmarking,False,performance_evaluation;benchmarking,1.0
lni104/103,lukka,label_research_software,1,False,1.0,0.9
lni104/103,lukka,research_position,proof_of_concept_product,False,product_result,0.95
lni104/103,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,0.98
lni104/103,lukka,software_type,middleware_service;full_stack_application,False,full_stack_application;middleware_service,0.95
lni104/103,lukka,techstack,xml_xsd;javascript_web,False,xml_xsd;javascript_web,0.85
lni104/103,lukka,evaluation,conceptual_evaluation,False,conceptual_evaluation;testing,0.9
lni105/251,lukka,label_research_software,1,False,1.0,0.9
lni105/251,lukka,research_position,formal_verification,False,formal_verification,0.9
lni105/251,lukka,software_lifecycle,testen_qualitaetssicherung;projektdefinition;anforderungen,False,testen_qualitaetssicherung,0.8
lni105/251,lukka,software_type,numerical_mathematical;analysis_pipeline,False,numerical_mathematical,0.85
lni105/251,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni105/251,lukka,evaluation,insufficient_information,False,,0.0
lni106/101,lukka,label_research_software,1,False,1.0,0.9
lni106/101,lukka,research_position,simulation_modellierung,False,product_result,0.95
lni106/101,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,anforderungen;entwurf;implementierung;testen_qualitaetssicherung,0.98
lni106/101,lukka,software_type,analysis_pipeline,False,plugin_extension,0.9
lni106/101,lukka,techstack,insufficient_information,False,xml_xsd,0.85
lni106/101,lukka,evaluation,planned,False,planned,0.95
lni106/297,lukka,label_research_software,1,False,1.0,0.9
lni106/297,lukka,research_position,product_result,False,product_result,0.95
lni106/297,lukka,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,0.98
lni106/297,lukka,software_type,middleware_service,False,middleware_service,0.95
lni106/297,lukka,techstack,java_jvm,False,java_jvm;xml_xsd,0.98
lni106/297,lukka,evaluation,conceptual_evaluation,False,testing,0.9
lni106/337,lukka,label_research_software,1,False,1.0,0.95
lni106/337,lukka,research_position,proof_of_concept_product,False,product_result,0.95
lni106/337,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung,1.0
lni106/337,lukka,software_type,full_stack_application;library_package,False,full_stack_application;library_package,0.9
lni106/337,lukka,techstack,java_jvm;sql_db,False,java_jvm;sql_db,0.95
lni106/337,lukka,evaluation,planned,False,planned,1.0
lni107/105,lukka,label_research_software,1,False,1.0,0.9
lni107/105,lukka,research_position,product_result,False,product_result,0.95
lni107/105,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,anforderungen;entwurf;implementierung,0.98
lni107/105,lukka,software_type,analysis_pipeline,False,analysis_pipeline,0.85
lni107/105,lukka,techstack,insufficient_information,False,prolog,0.9
lni107/105,lukka,evaluation,planned,False,planned,0.95
lni109/202,lukka,label_research_software,1,False,1.0,0.95
lni109/202,lukka,research_position,proof_of_concept_product,False,product_result,0.95
lni109/202,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,False,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,0.98
lni109/202,lukka,software_type,middleware_service;analysis_pipeline,False,middleware_service,0.9
lni109/202,lukka,techstack,java_jvm;xml_xsd,False,java_jvm;xml_xsd,1.0
lni109/202,lukka,evaluation,alternatives_comparison;conceptual_evaluation,False,testing;empirical_study,0.95
lni109/57,lukka,label_research_software,1,False,1.0,0.95
lni109/57,lukka,research_position,product_result,False,product_result,1.0
lni109/57,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,False,projektdefinition;entwurf;implementierung;deployment_betrieb,1.0
lni109/57,lukka,software_type,middleware_service;full_stack_application,False,full_stack_application;middleware_service,1.0
lni109/57,lukka,techstack,csharp_dotnet;sql_db,False,csharp_dotnet;sql_db;javascript_web,1.0
lni109/57,lukka,evaluation,insufficient_information,False,planned,0.8
lni109/570,lukka,label_research_software,1,False,1.0,0.95
lni109/570,lukka,research_position,product_result,False,product_result,0.95
lni109/570,lukka,software_lifecycle,projektdefinition;entwurf;implementierung,False,projektdefinition;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.9
lni109/570,lukka,software_type,full_stack_application;vr_application,False,full_stack_application;mixed_reality_application,0.95
lni109/570,lukka,techstack,insufficient_information,False,insufficient_information,0.8
lni109/570,lukka,evaluation,testing;conceptual_evaluation,False,testing;usability_study,0.85
lni109/75,lukka,label_research_software,1,False,1.0,0.9
lni109/75,lukka,research_position,simulation_modellierung,False,product_result,0.95
lni109/75,lukka,software_lifecycle,implementierung;projektdefinition;testen_qualitaetssicherung;entwurf,False,entwurf;implementierung,0.9
lni109/75,lukka,software_type,numerical_mathematical,False,numerical_mathematical,0.85
lni109/75,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni109/75,lukka,evaluation,benchmarking;performance_evaluation,False,benchmarking;performance_evaluation,0.95
lni110/100,lukka,label_research_software,1,False,1.0,0.95
lni110/100,lukka,research_position,product_result,False,product_result,0.95
lni110/100,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni110/100,lukka,software_type,full_stack_application,False,full_stack_application;middleware_service,0.95
lni110/100,lukka,techstack,c_cpp;xml_xsd,False,c_cpp;xml_xsd,1.0
lni110/100,lukka,evaluation,testing,False,testing;performance_evaluation,0.9
lni110/247,lukka,label_research_software,1,False,1.0,0.95
lni110/247,lukka,research_position,proof_of_concept_product,False,product_result,0.95
lni110/247,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung;projektdefinition;anforderungen,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni110/247,lukka,software_type,analysis_pipeline,False,analysis_pipeline,0.9
lni110/247,lukka,techstack,insufficient_information,False,c_cpp,1.0
lni110/247,lukka,evaluation,testing;performance_evaluation,False,testing;performance_evaluation,1.0
lni110/58,lukka,label_research_software,1,False,1.0,0.95
lni110/58,lukka,research_position,product_result,False,product_result,1.0
lni110/58,lukka,software_lifecycle,projektdefinition;entwurf;implementierung;testen_qualitaetssicherung,False,projektdefinition;entwurf;implementierung;testen_qualitaetssicherung,1.0
lni110/58,lukka,software_type,full_stack_application;plugin_extension,False,full_stack_application;plugin_extension;middleware_service,1.0
lni110/58,lukka,techstack,php;java_jvm;xml_xsd,True,java_jvm;javascript_web;php;sql_db;xml_xsd,1.0
lni110/58,lukka,evaluation,testing;planned,False,planned;testing,1.0
lni113/147,lukka,label_research_software,1,False,1.0,0.9
lni113/147,lukka,research_position,product_result,False,product_result,0.95
lni113/147,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf,False,projektdefinition;anforderungen;entwurf,0.9
lni113/147,lukka,software_type,full_stack_application,False,full_stack_application;middleware_service,0.85
lni113/147,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni113/147,lukka,evaluation,conceptual_evaluation,False,conceptual_evaluation,0.8
lni115/78,lukka,label_research_software,1,False,1.0,0.95
lni115/78,lukka,research_position,product_result,False,product_result,0.95
lni115/78,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;testen_qualitaetssicherung;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni115/78,lukka,software_type,analysis_pipeline,False,analysis_pipeline,0.9
lni115/78,lukka,techstack,c_cpp,False,c_cpp,1.0
lni115/78,lukka,evaluation,empirical_study;benchmarking;testing,False,testing;benchmarking;empirical_study,0.95
lni117/110,lukka,label_research_software,1,False,1.0,0.9
lni117/110,lukka,research_position,proof_of_concept_product,False,product_result,0.95
lni117/110,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung,0.98
lni117/110,lukka,software_type,middleware_service,False,middleware_service,0.95
lni117/110,lukka,techstack,insufficient_information,False,xml_xsd;java_jvm,0.85
lni117/110,lukka,evaluation,conceptual_evaluation,False,conceptual_evaluation;planned,0.9
lni12/14,lukka,label_research_software,0,False,1.0,0.95
lni12/8,lukka,label_research_software,1,False,1.0,0.95
lni12/8,lukka,research_position,proof_of_concept_product,False,,
lni12/8,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,False,anforderungen;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.95
lni12/8,lukka,software_type,plugin_extension,False,plugin_extension,1.0
lni12/8,lukka,techstack,visual_basic,False,visual_basic,0.9
lni12/8,lukka,evaluation,usability_study;testing,False,testing;empirical_study,0.85
lni120/45,lukka,label_research_software,1,False,1.0,0.95
lni120/45,lukka,research_position,product_result,False,product_result,0.95
lni120/45,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,0.9
lni120/45,lukka,software_type,middleware_service;full_stack_application,False,middleware_service;full_stack_application,0.85
lni120/45,lukka,techstack,insufficient_information,False,xml_xsd;hardware_description_languages,0.8
lni120/45,lukka,evaluation,conceptual_evaluation,False,conceptual_evaluation;planned,0.85
lni120/61,lukka,label_research_software,1,False,1.0,0.95
lni120/61,lukka,research_position,research_infrastructure_support,False,product_result,1.0
lni120/61,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung;projektdefinition;anforderungen;deployment_betrieb,False,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,1.0
lni120/61,lukka,software_type,middleware_service;full_stack_application,False,full_stack_application;middleware_service,1.0
lni120/61,lukka,techstack,csharp_dotnet;sql_db;xml_xsd,False,csharp_dotnet;sql_db;xml_xsd;soap,1.0
lni120/61,lukka,evaluation,testing;performance_evaluation,False,testing;performance_evaluation,0.95
lni121/75,lukka,label_research_software,1,False,1.0,0.95
lni121/75,lukka,research_position,product_result,False,product_result,1.0
lni121/75,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,0.95
lni121/75,lukka,software_type,middleware_service;full_stack_application,False,full_stack_application;middleware_service,0.98
lni121/75,lukka,techstack,insufficient_information,False,javascript_web;xml_xsd,0.7
lni121/75,lukka,evaluation,planned,False,planned;empirical_study,0.9
lni122/149-156,lukka,label_research_software,1,False,1.0,0.95
lni122/149-156,lukka,research_position,product_result,False,product_result,0.95
lni122/149-156,lukka,software_lifecycle,projektdefinition;entwurf;implementierung,False,projektdefinition;entwurf;implementierung,0.9
lni122/149-156,lukka,software_type,middleware_service;full_stack_application,False,middleware_service;full_stack_application,0.85
lni122/149-156,lukka,techstack,insufficient_information,False,csharp_dotnet;sql_db,0.8
lni122/149-156,lukka,evaluation,conceptual_evaluation,False,conceptual_evaluation;empirical_study,0.9
lni122/341-342,lukka,label_research_software,0,False,1.0,0.95
lni122/399-406,lukka,label_research_software,1,False,1.0,0.95
lni122/399-406,lukka,research_position,simulation_modellierung,False,product_result,0.95
lni122/399-406,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung;projektdefinition;anforderungen,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni122/399-406,lukka,software_type,library_package,False,library_package,0.9
lni122/399-406,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni122/399-406,lukka,evaluation,testing;performance_evaluation,False,testing;performance_evaluation,1.0
lni122/98-102,lukka,label_research_software,1,False,1.0,0.95
lni122/98-102,lukka,research_position,product_result,False,product_result,0.95
lni122/98-102,lukka,software_lifecycle,projektdefinition;entwurf;implementierung,False,projektdefinition;entwurf;implementierung,0.9
lni122/98-102,lukka,software_type,embedded_hardware;numerical_mathematical,False,embedded_hardware,0.95
lni122/98-102,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni122/98-102,lukka,evaluation,conceptual_evaluation,False,conceptual_evaluation;planned,0.85
lni122/LNI-122-Proceedings-komplett,lukka,label_research_software,0,False,1.0,0.9
lni123/150,lukka,label_research_software,0,False,1.0,0.9
lni124/37,lukka,label_research_software,1,False,1.0,1.0
lni124/37,lukka,research_position,product_result,False,product_result,0.95
lni124/37,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni124/37,lukka,software_type,numerical_mathematical,False,numerical_mathematical;library_package,0.95
lni124/37,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni124/37,lukka,evaluation,benchmarking;performance_evaluation,False,performance_evaluation;benchmarking,0.98
lni124/49,lukka,label_research_software,1,False,1.0,0.95
lni124/49,lukka,research_position,product_result,False,product_result,1.0
lni124/49,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,False,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,1.0
lni124/49,lukka,software_type,middleware_service;embedded_hardware,False,embedded_hardware;middleware_service,1.0
lni124/49,lukka,techstack,insufficient_information,False,c_cpp;hardware_description_languages,0.9
lni124/49,lukka,evaluation,performance_evaluation;alternatives_comparison,False,performance_evaluation,1.0
lni125/113,lukka,label_research_software,0,False,1.0,0.9
lni31/GI-Proceedings.31-8,lukka,label_research_software,1,False,1.0,1.0
lni31/GI-Proceedings.31-8,lukka,research_position,proof_of_concept_product,False,product_result,0.95
lni31/GI-Proceedings.31-8,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,False,anforderungen;entwurf;implementierung;testen_qualitaetssicherung,0.98
lni31/GI-Proceedings.31-8,lukka,software_type,analysis_pipeline,False,analysis_pipeline,0.9
lni31/GI-Proceedings.31-8,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni31/GI-Proceedings.31-8,lukka,evaluation,empirical_study;performance_evaluation;alternatives_comparison,False,testing;benchmarking;performance_evaluation,0.95
lni17/GI-Proceedings.17-22,lukka,label_research_software,1,False,1.0,1.0
lni17/GI-Proceedings.17-22,lukka,research_position,visualisierung_dissemination,False,visualisierung_dissemination,1.0
lni17/GI-Proceedings.17-22,lukka,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;deployment_betrieb,1.0
lni17/GI-Proceedings.17-22,lukka,software_type,numerical_mathematical;library_package;middleware_service;full_stack_application,False,library_package;middleware_service;full_stack_application,1.0
lni17/GI-Proceedings.17-22,lukka,techstack,c_cpp,False,c_cpp;mpi,0.9
lni17/GI-Proceedings.17-22,lukka,evaluation,performance_evaluation;alternatives_comparison,False,performance_evaluation;conceptual_evaluation,1.0
lni355/LNI_050,lukka,label_research_software,1,False,1.0,1.0
lni355/LNI_050,lukka,research_position,simulation_modellierung,False,proof_of_concept_product,0.95
lni355/LNI_050,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni355/LNI_050,lukka,software_type,ml_model;analysis_pipeline,False,ml_model;analysis_pipeline,0.95
lni355/LNI_050,lukka,techstack,python,False,python,0.9
lni355/LNI_050,lukka,evaluation,benchmarking;performance_evaluation;empirical_study,False,benchmarking;performance_evaluation;testing,1.0
lni211/215,lukka,label_research_software,1,False,1.0,1.0
lni211/215,lukka,research_position,product_result,False,product_result,1.0
lni211/215,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,False,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.95
lni211/215,lukka,software_type,full_stack_application;embedded_hardware;middleware_service,False,full_stack_application;embedded_hardware;middleware_service,0.95
lni211/215,lukka,techstack,sql_db,False,sql_db;javascript_web,0.8
lni211/215,lukka,evaluation,planned;empirical_study;testing,False,testing;empirical_study;planned,0.9
lni344/GIL_2024_Chiavassa_209-214,lukka,label_research_software,1,False,1.0,1.0
lni344/GIL_2024_Chiavassa_209-214,lukka,research_position,proof_of_concept_product,False,datenerhebung,1.0
lni344/GIL_2024_Chiavassa_209-214,lukka,software_lifecycle,entwurf;implementierung;projektdefinition,False,entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.95
lni344/GIL_2024_Chiavassa_209-214,lukka,software_type,embedded_hardware;middleware_service,False,full_stack_application;embedded_hardware,0.9
lni344/GIL_2024_Chiavassa_209-214,lukka,techstack,insufficient_information,False,insufficient_information,0.5
lni344/GIL_2024_Chiavassa_209-214,lukka,evaluation,testing;empirical_study,False,testing;empirical_study,0.95
lni375/GIL_2026_Herterich_92-103,lukka,label_research_software,1,False,1.0,1.0
lni375/GIL_2026_Herterich_92-103,lukka,research_position,datenanalyse,False,datenanalyse,1.0
lni375/GIL_2026_Herterich_92-103,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni375/GIL_2026_Herterich_92-103,lukka,software_type,ml_model;analysis_pipeline,False,ml_model;analysis_pipeline,1.0
lni375/GIL_2026_Herterich_92-103,lukka,techstack,insufficient_information,False,python,0.9
lni375/GIL_2026_Herterich_92-103,lukka,evaluation,alternatives_comparison;empirical_study,False,benchmarking;performance_evaluation;empirical_study,1.0
lni287/GIL_2019_Potts_155-160,lukka,label_research_software,1,False,1.0,1.0
lni287/GIL_2019_Potts_155-160,lukka,research_position,datenerhebung,False,datenanalyse,0.9
lni287/GIL_2019_Potts_155-160,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,False,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,1.0
lni287/GIL_2019_Potts_155-160,lukka,software_type,full_stack_application,False,full_stack_application,1.0
lni287/GIL_2019_Potts_155-160,lukka,techstack,javascript_web;sql_db;php;java_jvm;xml_xsd,True,javascript_web;php;sql_db,1.0
lni287/GIL_2019_Potts_155-160,lukka,evaluation,planned,False,empirical_study;planned,0.95
lni290/D1-4,lukka,label_research_software,1,False,1.0,1.0
lni290/D1-4,lukka,research_position,proof_of_concept_product,False,product_result,0.95
lni290/D1-4,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni290/D1-4,lukka,software_type,plugin_extension;analysis_pipeline,False,plugin_extension;library_package,0.9
lni290/D1-4,lukka,techstack,java_jvm;c_cpp,False,java_jvm;c_cpp,1.0
lni290/D1-4,lukka,evaluation,performance_evaluation;benchmarking,False,performance_evaluation;benchmarking,1.0
lni297/DELFI2019_320_Dungeons___DFAs,lukka,label_research_software,0,False,1.0,1.0
lni314/B1-9,lukka,label_research_software,1,False,1.0,1.0
lni314/B1-9,lukka,research_position,datenanalyse,False,product_result,0.95
lni314/B1-9,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni314/B1-9,lukka,software_type,ml_model;analysis_pipeline,False,analysis_pipeline;ml_model,1.0
lni314/B1-9,lukka,techstack,python,False,python,1.0
lni314/B1-9,lukka,evaluation,alternatives_comparison;empirical_study,False,testing;empirical_study;performance_evaluation,1.0
lni225/121,lukka,label_research_software,1,False,1.0,1.0
lni225/121,lukka,research_position,product_result,False,product_result,0.95
lni225/121,lukka,software_lifecycle,projektdefinition;entwurf;implementierung,False,entwurf;implementierung,1.0
lni225/121,lukka,software_type,plugin_extension,False,plugin_extension,1.0
lni225/121,lukka,techstack,insufficient_information,False,java_jvm,0.9
lni225/121,lukka,evaluation,planned;empirical_study,False,testing,0.8
lni332/paper36,lukka,label_research_software,1,False,1.0,1.0
lni332/paper36,lukka,research_position,product_result,False,product_result,0.95
lni332/paper36,lukka,software_lifecycle,projektdefinition;entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni332/paper36,lukka,software_type,full_stack_application,False,full_stack_application,0.85
lni332/paper36,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni332/paper36,lukka,evaluation,empirical_study;testing,False,empirical_study;testing,0.95
lni89/GI-Proceedings-89-14,lukka,label_research_software,1,False,1.0,0.95
lni89/GI-Proceedings-89-14,lukka,research_position,product_result,False,product_result,0.9
lni89/GI-Proceedings-89-14,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung,0.85
lni89/GI-Proceedings-89-14,lukka,software_type,full_stack_application;middleware_service,False,full_stack_application;middleware_service,0.8
lni89/GI-Proceedings-89-14,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni89/GI-Proceedings-89-14,lukka,evaluation,conceptual_evaluation,False,conceptual_evaluation,0.7
lni331/B2-4,lukka,label_research_software,1,False,1.0,1.0
lni331/B2-4,lukka,research_position,datenanalyse,False,datenanalyse,1.0
lni331/B2-4,lukka,software_lifecycle,implementierung;testen_qualitaetssicherung;projektdefinition;anforderungen,False,implementierung;testen_qualitaetssicherung,1.0
lni331/B2-4,lukka,software_type,analysis_pipeline,False,analysis_pipeline,1.0
lni331/B2-4,lukka,techstack,python,False,python,1.0
lni331/B2-4,lukka,evaluation,benchmarking;performance_evaluation,False,benchmarking;performance_evaluation;testing,1.0
lni5/08,lukka,label_research_software,1,False,1.0,1.0
lni5/08,lukka,research_position,formal_verification,False,product_result,0.95
lni5/08,lukka,software_lifecycle,projektdefinition;entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,0.95
lni5/08,lukka,software_type,full_stack_application,False,full_stack_application,0.8
lni5/08,lukka,techstack,java_jvm;xml_xsd,False,java_jvm;xml_xsd,1.0
lni5/08,lukka,evaluation,testing,False,testing,0.9
