id,coder,dimension,final_category,is_new,model_category,model_certainty
lni17/GI-Proceedings.17-22,alice,evaluation,performance_evaluation,False,performance_evaluation;conceptual_evaluation,1.0
lni355/LNI_050,alice,label_research_software,1,False,1.0,1.0
lni355/LNI_050,alice,research_position,proof_of_concept_product,False,proof_of_concept_product,0.95
lni355/LNI_050,alice,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni355/LNI_050,alice,software_type,ml_model,False,ml_model;analysis_pipeline,0.95
lni355/LNI_050,alice,techstack,python,False,python,0.9
lni355/LNI_050,alice,evaluation,benchmarking,False,benchmarking;performance_evaluation;testing,1.0
lni211/215,alice,label_research_software,1,False,1.0,1.0
lni211/215,alice,research_position,product_result,False,product_result,1.0
lni211/215,alice,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,False,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.95
lni211/215,alice,software_type,full_stack_application;embedded_hardware,False,full_stack_application;embedded_hardware;middleware_service,0.95
lni211/215,alice,techstack,sql_db,False,sql_db;javascript_web,0.8
lni211/215,alice,evaluation,testing;planned,False,testing;empirical_study;planned,0.9
lni344/GIL_2024_Chiavassa_209-214,alice,label_research_software,0,False,1.0,1.0
lni375/GIL_2026_Herterich_92-103,alice,label_research_software,1,False,1.0,1.0
lni375/GIL_2026_Herterich_92-103,alice,research_position,proof_of_concept_product,False,datenanalyse,1.0
lni375/GIL_2026_Herterich_92-103,alice,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni375/GIL_2026_Herterich_92-103,alice,software_type,ml_model,False,ml_model;analysis_pipeline,1.0
lni375/GIL_2026_Herterich_92-103,alice,techstack,insufficient_information,False,python,0.9
lni375/GIL_2026_Herterich_92-103,alice,evaluation,empirical_study,False,benchmarking;performance_evaluation;empirical_study,1.0
lni287/GIL_2019_Potts_155-160,alice,label_research_software,1,False,1.0,1.0
lni287/GIL_2019_Potts_155-160,alice,research_position,datenerhebung,False,datenanalyse,0.9
lni287/GIL_2019_Potts_155-160,alice,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,False,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,1.0
lni287/GIL_2019_Potts_155-160,alice,software_type,full_stack_application,False,full_stack_application,1.0
lni287/GIL_2019_Potts_155-160,alice,techstack,javascript_web;php;sql_db,False,javascript_web;php;sql_db,1.0
lni287/GIL_2019_Potts_155-160,alice,evaluation,planned,False,empirical_study;planned,0.95
lni290/D1-4,alice,label_research_software,1,False,1.0,1.0
lni290/D1-4,alice,research_position,proof_of_concept_product,False,product_result,0.95
lni290/D1-4,alice,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni290/D1-4,alice,software_type,plugin_extension,False,plugin_extension;library_package,0.9
lni290/D1-4,alice,techstack,java_jvm;c_cpp,False,java_jvm;c_cpp,1.0
lni290/D1-4,alice,evaluation,performance_evaluation,False,performance_evaluation;benchmarking,1.0
lni297/DELFI2019_320_Dungeons___DFAs,alice,label_research_software,1,False,1.0,1.0
lni297/DELFI2019_320_Dungeons___DFAs,alice,research_position,product_result,False,product_result,1.0
lni297/DELFI2019_320_Dungeons___DFAs,alice,software_lifecycle,projektdefinition;entwurf;implementierung,False,projektdefinition;entwurf;implementierung,1.0
lni297/DELFI2019_320_Dungeons___DFAs,alice,software_type,full_stack_application,False,full_stack_application,0.9
lni297/DELFI2019_320_Dungeons___DFAs,alice,techstack,javascript_web,False,javascript_web,0.95
lni297/DELFI2019_320_Dungeons___DFAs,alice,evaluation,insufficient_information,False,conceptual_evaluation,0.8
lni314/B1-9,alice,label_research_software,1,False,1.0,1.0
lni314/B1-9,alice,research_position,proof_of_concept_product,False,product_result,0.95
lni314/B1-9,alice,software_lifecycle,projektdefinition;entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni314/B1-9,alice,software_type,analysis_pipeline;ml_model,False,analysis_pipeline;ml_model,1.0
lni314/B1-9,alice,techstack,python,False,python,1.0
lni314/B1-9,alice,evaluation,empirical_study,False,testing;empirical_study;performance_evaluation,1.0
lni225/121,alice,label_research_software,1,False,1.0,1.0
lni225/121,alice,research_position,proof_of_concept_product,False,product_result,0.95
lni225/121,alice,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung,1.0
lni225/121,alice,software_type,plugin_extension,False,plugin_extension,1.0
lni225/121,alice,techstack,xml_xsd,False,java_jvm,0.9
lni225/121,alice,evaluation,empirical_study;planned,False,testing,0.8
lni332/paper36,alice,label_research_software,1,False,1.0,1.0
lni332/paper36,alice,research_position,product_result,False,product_result,0.95
lni332/paper36,alice,software_lifecycle,projektdefinition;entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni332/paper36,alice,software_type,full_stack_application,False,full_stack_application,0.85
lni332/paper36,alice,techstack,insufficient_information,False,insufficient_information,1.0
lni332/paper36,alice,evaluation,empirical_study,False,empirical_study;testing,0.95
lni89/GI-Proceedings-89-14,alice,label_research_software,1,False,1.0,0.95
lni89/GI-Proceedings-89-14,alice,research_position,proof_of_concept_product,False,product_result,0.9
lni89/GI-Proceedings-89-14,alice,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung,0.85
lni89/GI-Proceedings-89-14,alice,software_type,full_stack_application,False,full_stack_application;middleware_service,0.8
lni89/GI-Proceedings-89-14,alice,techstack,insufficient_information,False,insufficient_information,1.0
lni89/GI-Proceedings-89-14,alice,evaluation,insufficient_information,False,conceptual_evaluation,0.7
lni331/B2-4,alice,label_research_software,1,False,1.0,1.0
lni331/B2-4,alice,research_position,proof_of_concept_product,False,datenanalyse,1.0
lni331/B2-4,alice,software_lifecycle,projektdefinition;entwurf;implementierung,False,implementierung;testen_qualitaetssicherung,1.0
lni331/B2-4,alice,software_type,analysis_pipeline,False,analysis_pipeline,1.0
lni331/B2-4,alice,techstack,python,False,python,1.0
lni331/B2-4,alice,evaluation,benchmarking;performance_evaluation,False,benchmarking;performance_evaluation;testing,1.0
lni5/08,alice,label_research_software,1,False,1.0,1.0
lni5/08,alice,research_position,formal_verification,False,product_result,0.95
lni5/08,alice,software_lifecycle,projektdefinition;entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,0.95
lni5/08,alice,software_type,domain_specific_language;script,False,full_stack_application,0.8
lni5/08,alice,techstack,java_jvm;xml_xsd;formal_specification_languages,False,java_jvm;xml_xsd,1.0
lni5/08,alice,evaluation,insufficient_information,False,testing,0.9
lni50/GI-Proceedings.50-20,alice,label_research_software,1,False,1.0,1.0
lni50/GI-Proceedings.50-20,alice,research_position,proof_of_concept_product,False,product_result,0.95
lni50/GI-Proceedings.50-20,alice,software_lifecycle,projektdefinition;entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni50/GI-Proceedings.50-20,alice,software_type,middleware_service,False,middleware_service,0.9
lni50/GI-Proceedings.50-20,alice,techstack,c_cpp,False,c_cpp;click_modular_router,1.0
lni50/GI-Proceedings.50-20,alice,evaluation,performance_evaluation,False,performance_evaluation;empirical_study,1.0
lni36/GI-Proceedings.36-17,alice,label_research_software,1,False,1.0,1.0
lni36/GI-Proceedings.36-17,alice,research_position,product_result,False,product_result,1.0
lni36/GI-Proceedings.36-17,alice,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,False,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,1.0
lni36/GI-Proceedings.36-17,alice,software_type,full_stack_application;middleware_service;domain_specific_language,False,full_stack_application;middleware_service,1.0
lni36/GI-Proceedings.36-17,alice,techstack,java_jvm;ada,True,java_jvm;ada,1.0
lni36/GI-Proceedings.36-17,alice,evaluation,insufficient_information,False,testing;performance_evaluation,0.9
lni326/trustai_03,alice,label_research_software,1,False,1.0,1.0
lni326/trustai_03,alice,research_position,datenanalyse,False,datenanalyse,1.0
lni326/trustai_03,alice,software_lifecycle,projektdefinition;entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,1.0
lni326/trustai_03,alice,software_type,ml_model;analysis_pipeline;full_stack_application,False,ml_model;analysis_pipeline,1.0
lni326/trustai_03,alice,techstack,python,False,python,1.0
lni326/trustai_03,alice,evaluation,testing;empirical_study,False,testing;benchmarking;empirical_study,1.0
lni356/Moritz-Kreinsen,alice,label_research_software,0,False,1.0,1.0
lni52/GI.-.Proceedings.52-48,alice,label_research_software,1,False,1.0,1.0
lni52/GI.-.Proceedings.52-48,alice,research_position,product_result,False,product_result,0.95
lni52/GI.-.Proceedings.52-48,alice,software_lifecycle,projektdefinition;entwurf;implementierung,False,entwurf;implementierung,0.9
lni52/GI.-.Proceedings.52-48,alice,software_type,full_stack_application,False,full_stack_application,0.85
lni52/GI.-.Proceedings.52-48,alice,techstack,insufficient_information,False,insufficient_information,1.0
lni52/GI.-.Proceedings.52-48,alice,evaluation,insufficient_information,False,,1.0
lni133/110,alice,label_research_software,1,False,1.0,1.0
lni133/110,alice,research_position,product_result,False,product_result,1.0
lni133/110,alice,software_lifecycle,anforderungen;entwurf;implementierung,False,entwurf;implementierung,1.0
lni133/110,alice,software_type,middleware_service,False,middleware_service;full_stack_application,0.95
lni133/110,alice,techstack,xml_xsd,False,xml_xsd;java_jvm,0.9
lni133/110,alice,evaluation,insufficient_information,False,conceptual_evaluation,0.8
lni369/paper-52,alice,label_research_software,1,False,1.0,1.0
lni369/paper-52,alice,research_position,human_facing_intervention,False,human_facing_intervention,1.0
lni369/paper-52,alice,software_lifecycle,projektdefinition;entwurf;implementierung,False,projektdefinition;entwurf;implementierung,1.0
lni369/paper-52,alice,software_type,vr_application,False,vr_application;full_stack_application,1.0
lni369/paper-52,alice,techstack,csharp_dotnet,False,csharp_dotnet;javascript_web,0.9
lni369/paper-52,alice,evaluation,planned,False,planned;usability_study,1.0
lni365/AKWI2025_fullpaper_10,alice,label_research_software,0,False,0,1.0
lni26/GI-Proceedings.26-43,alice,label_research_software,0,False,0,0.9
lni175/527,alice,label_research_software,0,False,0,1.0
lni176/515,alice,label_research_software,0,False,0,0.9
lni314/P1-2,alice,label_research_software,0,False,0,0.9
lni215/405,alice,label_research_software,0,False,0,1.0
Modellierung_2022_WS/paper12 (3),alice,label_research_software,0,False,0,0.9
lni121/17,alice,label_research_software,0,False,0,1.0
Modellierung_2022_WS/paper10,alice,label_research_software,0,False,0,0.9
lni299/GIL_2020_Weller-von-Ahlefeld_343-348,alice,label_research_software,0,False,0,1.0
lni90/GI-Proceedings-90-12,alice,label_research_software,0,False,0,0.9
lni177/267,alice,label_research_software,0,False,0,0.9
lni33/GI-Proceedings.33-1,alice,label_research_software,0,False,0,1.0
lni23/GI-Proceedings.23-3,alice,label_research_software,0,False,0,0.98
lni82/GI-Proceedings-82-11,alice,label_research_software,0,False,0,1.0
lni176/305,alice,label_research_software,0,False,0,1.0
lni19/GI-Proceedings.19-103,alice,label_research_software,0,False,0,0.9
lni154/354,alice,label_research_software,0,False,0,0.9
lni300/B5-03,alice,label_research_software,0,False,0,0.9
lni299/GIL_2020_Stoinescu_307-312,alice,label_research_software,0,False,0,1.0
lni78/GI-Proceedings-78-9,alice,label_research_software,0,False,0,0.95
lni28/GI-Proceedings.28-15,alice,label_research_software,0,False,0,1.0
lni52/GI.-.Proceedings.52-53,alice,label_research_software,1,False,,
lni52/GI.-.Proceedings.52-53,alice,research_position,product_result,False,,
lni52/GI.-.Proceedings.52-53,alice,software_lifecycle,entwurf;implementierung,False,,
lni52/GI.-.Proceedings.52-53,alice,software_type,full_stack_application,False,,
lni52/GI.-.Proceedings.52-53,alice,techstack,java_jvm,False,,
lni52/GI.-.Proceedings.52-53,alice,evaluation,insufficient_information,False,,
Modellierung_2022_WS/paper12(1),alice,label_research_software,0,False,0,0.9
lni163/84,alice,label_research_software,0,False,0,0.95
lni314/N1-7,alice,label_research_software,0,False,0,1.0
lni166/45,alice,label_research_software,0,False,0,1.0
lni160/377,alice,label_research_software,0,False,0,0.9
lni123/39,alice,label_research_software,0,False,0,1.0
lni326/industrial_07,alice,label_research_software,0,False,0,1.0
lni165/507,alice,label_research_software,0,False,0,1.0
lni123/136,alice,label_research_software,0,False,0,1.0
lni171/13,alice,label_research_software,0,False,0,1.0
lni75/GI-Proceedings.75-10,alice,label_research_software,0,False,0,1.0
lni28/GI-Proceedings.28-13,alice,label_research_software,0,False,0,0.9
lni221/160,alice,label_research_software,0,False,0,1.0
lni352/Neuroth_et_al_Nachhaltiges_Forschungsdatenmanagement,alice,label_research_software,0,False,0,1.0
lni337/06_01_06_Ahmad,alice,label_research_software,0,False,0,1.0
